name,latitude,longitude,iata
"Fagernes Airport, Leirin",61.015598,9.28806,VDB
Florø Airport,61.58359909,5.024720192,FRO
"Oslo Airport, Gardermoen",60.193901,11.1004,OSL
"Hamar Lufthavn, Stavsberg",60.8181,11.068,HMR
"Haugesund Airport, Karmøy",59.345299,5.20836,HAU
Hammerfest Airport,70.67970276,23.66860008,HFT
Hasvik Airport,70.48670197,22.13969994,HAA
"Honningsvåg Airport, Valan",71.009697,25.983601,HVG
"Kristiansund Airport, Kvernberget",63.111801,7.82452,KSU
Gol Airport,60.791066,9.048672,GLL
"Kirkenes Airport, Høybuktmoen",69.7258,29.8913,KKN
Leknes Airport,68.15249634,13.6093998,LKN
Mehamn Airport,71.02970123,27.82670021,MEH
"Molde Airport, Årø",62.744701,7.2625,MOL
"Mosjøen Airport, Kjærstad",65.783997,13.2149,MJF
"Lakselv Airport, Banak",70.068802,24.973499,LKL
Namsos Airport,64.472198,11.5786,OSY
Notodden Airport,59.565071,9.213152,NTB
Ørland Airport,63.69889832,9.604000092,OLA
"Ørsta-Volda Airport, Hovden",62.18000031,6.074100018,HOV
"Mo i Rana Airport, Røssvoll",66.36389923,14.30140018,MQN
"Rørvik Airport, Ryum",64.83830261,11.14610004,RVK
Røros Airport,62.57839966,11.34230042,RRS
Røst Airport,67.526482,12.101575,RET
"Moss Airport, Rygge",59.378817,10.785439,RYG
"Svalbard Airport, Longyear",78.24610138,15.46560001,LYR
"Sandane Airport, Anda",61.830002,6.10583,SDN
"Sogndal Airport, Haukåsen",61.156101,7.13778,SOG
"Svolvær Airport, Helle",68.243301,14.6692,SVJ
"Stokmarknes Airport, Skagen",68.578827,15.033417,SKN
Skien Airport,59.185001,9.56694,SKE
"Stord Airport, Sørstokken",59.791901,5.34085,SRP
Sørkjosen Airport,69.78679657,20.95940018,SOJ
"Vardø Airport, Svartnes",70.35540009,31.04490089,VAW
"Sandnessjøen Airport, Stokka",65.956802,12.4689,SSJ
"Tromsø Airport, Langnes",69.683296,18.9189,TOS
"Sandefjord Airport, Torp",59.186699,10.2586,TRF
"Trondheim Airport, Værnes",63.457802,10.924,TRD
Vadsø Airport,70.06529999,29.84469986,VDS
Yan'an Nanniwan Airport,36.479413,109.464083,ENY
"Stavanger Airport, Sola",58.876701,5.63778,SVG
Bydgoszcz Ignacy Jan Paderewski Airport,53.096802,17.977699,BZG
Częstochowa-Rudniki Airport,50.884716,19.201842,CZW
Gdańsk Lech Wałęsa Airport,54.377602,18.4662,GDN
Kraków John Paul II International Airport,50.077702,19.7848,KRK
Katowice Wojciech Korfanty International Airport,50.476015,19.080705,KTW
Lublin Airport,51.240278,22.713611,LUZ
Łódź Władysław Reymont Airport,51.721901,19.3981,LCJ
Modlin Airport,52.451099,20.6518,WMI
Poznań-Ławica Airport,52.421598,16.823359,POZ
Warsaw Radom Airport,51.38937,21.214742,RDO
Rzeszów-Jasionka Airport,50.109791,22.024155,RZE
"Szczecin-Goleniów ""Solidarność"" Airport",53.584702,14.9022,SZZ
Olsztyn-Mazury Airport,53.481899,20.9377,SZY
Warsaw Chopin Airport,52.165699,20.9671,WAW
Copernicus Wrocław Airport,51.103719,16.882096,WRO
Zielona Góra-Babimost Airport,52.1385,15.7986,IEG
Erdenet Airport,48.983056,104.150556,ERT
Ronneby Airport,56.266701,15.265,RNB
Göteborg Landvetter Airport,57.6628,12.2798,GOT
Jönköping Airport,57.75759888,14.06869984,JKG
Lidköping-Hovby Airport,58.4655,13.1744,LDK
Säve Airport,57.7747,11.8704,GSE
Skövde Airport,58.456402,13.9727,KVB
Trollhättan-Vänersborg Airport,58.31809998,12.34500027,THN
Karlskoga Airport,59.345901,14.4959,KSK
Mora Airport,60.957901,14.5114,MXX
Stockholm Skavsta Airport,58.788601,16.912201,NYO
Scandinavian Mountains Airport,61.158393,12.842503,SCR
Kristianstad Airport,55.9217,14.0855,KID
Oskarshamn Airport,57.350498,16.497999,OSK
Kalmar Airport,56.685501,16.2876,KLR
Malmö Sturup Airport,55.535564,13.376327,MMX
Halmstad Airport,56.69110107,12.82019997,HAD
Växjö Kronoberg Airport,56.92910004,14.72799969,VXO
Sveg Airport,62.047798,14.4229,EVG
Gällivare Airport,67.13240051,20.81459999,GEV
Kramfors-Sollefteå Höga Kusten Airport,63.048599,17.7689,KRF
Lycksele Airport,64.548302,18.7162,LYC
Sundsvall-Härnösand Airport,62.52809906,17.44389915,SDL
Örnsköldsvik Airport,63.40829849,18.98999977,OER
Kiruna Airport,67.8219986,20.33679962,KRN
Skellefteå Airport,64.62480164,21.07690048,SFT
Umeå Airport,63.79180145,20.28280067,UME
Vilhelmina South Lapland Airport,64.579102,16.833599,VHM
Arvidsjaur Airport,65.59030151,19.28190041,AJR
Söderhamn Airport,61.261501,17.0991,SOO
Åre Östersund Airport,63.194135,14.500322,OSD
Örebro Airport,59.22370148,15.03800011,ORB
Hagfors Airport,60.0201,13.5789,HFS
Karlstad Airport,59.444698,13.3374,KSD
Stockholm Västerås Airport,59.58940125,16.63360023,VST
Luleå Airport,65.5438,22.122,LLA
Stockholm-Arlanda Airport,59.64849,17.928829,ARN
Stockholm-Bromma Airport,59.35440063,17.94169998,BMA
Dala Airport,60.422001,15.5152,BLE
Hultsfred Airport,57.525799,15.8233,HLF
Gävle Sandviken Airport,60.5933,16.951401,GVX
Linköping City Airport,58.40620041,15.68050003,LPI
Norrköping Airport,58.5862999,16.25060081,NRK
Torsby Airport,60.1576,12.9913,TYF
Eskilstuna Airport,59.351101,16.708401,EKT
Visby Airport,57.66279984,18.34620094,VBY
Västervik Airport,57.779999,16.5236,VVK
Ängelholm-Helsingborg Airport,56.29610062,12.84710026,AGH
Storuman Airport,64.960899,17.6966,SQO
Idre Airport,61.869701,12.6894,IDB
Pajala Airport,67.244569,23.074894,PJA
Hemavan Airport,65.806099,15.0828,HMV
Kombolcha Airport,11.10992,39.72353,DSE
Geladi Airport,6.98443985,46.42139816,GLC
Shire Inda Selassie Airport,14.075699,38.273592,SHC
Spangdahlem Air Base,49.976507,6.698413,SPM
Ramstein Air Base,49.436901,7.60028,RMS
Fritzlar Army Airfield,51.1146,9.286,FRZ
Illesheim Army Heliport,49.4739,10.3881,ILH
Kitzingen Airfield,49.744293,10.207313,KZG
Nordholz Naval Airbase,53.767689,8.659201,FCN
Geilenkirchen Air Base,50.9608,6.04242,GKE
Rostock-Laage Airport,53.91820145,12.27830029,RLG
Schleswig Air Base,54.459301,9.51633,WBG
Wiesbaden Army Airfield,50.04980087,8.325400352,WIE
Ingolstadt Manching Airport,48.71569824,11.5340004,IGS
Daugavpils International Airport,55.944721,26.665001,DGP
Liepāja International Airport,56.517502,21.096901,LPX
Riga International Airport,56.923599,23.9711,RIX
Ventspils International Airport,57.3578,21.544201,VNT
Excursion Inlet Seaplane Base,58.420502,-135.449005,EXI
Kaunas International Airport,54.96390152,24.08480072,KUN
Palanga International Airport,55.97320175,21.09390068,PLQ
Panevėžys Air Base,55.72940063,24.46080017,PNV
Šiauliai International Airport,55.89390182,23.39500046,SQQ
Vilnius International Airport,54.634102,25.285801,VNO
Ranger Municipal Airport,32.45259857,-98.68280029,RGR
Alexander Bay Airport,-28.575001,16.5333,ALJ
Aggeneys Airport,-29.281799,18.8139,AGZ
Alldays Airport,-22.679001,29.0555,ADY
Bisho Airport,-32.897099,27.2791,BIY
Bram Fischer International Airport,-29.092699,26.302401,BFN
Bultfontein Airport,-28.273369,26.135835,UTE
Arathusa Safari Lodge Airport,-24.744165,31.522499,ASS
Cradock Airport,-32.15670013,25.64559937,CDO
Cape Town International Airport,-33.96480179,18.60169983,CPT
Mubatuba Airport,-28.36840057,32.24810028,DUK
Zulu Inyala Airport,-27.84939957,32.30970001,PZL
Ben Schoeman Airport,-33.035599,27.825899,ELS
Empangeni Airport,-28.71999931,31.88999939,EMG
Ellisras Matimba Airport,-23.72669983,27.68829918,ELL
Ficksburg Sentraoes Airport,-28.82309914,27.90889931,FCB
Grand Central Airport,-25.98629951,28.14010048,GCJ
George Airport,-34.0056,22.378902,GRJ
Giyani Airport,-23.2833,30.65,GIY
Rand Airport,-26.2425,28.151199,QRA
Hluhluwe Airport,-28.01660499,32.27517128,HLW
Harrismith Airport,-28.2351,29.106199,HRS
Hoedspruit Air Force Base Airport,-24.36860085,31.04870033,HDS
P C Pelser Airport,-26.871099,26.718,KXE
Kimberley Airport,-28.80279922,24.76519966,KIM
Kruger Mpumalanga International Airport,-25.38319969,31.10560036,MQP
Komatipoort Airport,-25.44029999,31.93000031,KOF
Johan Pienaar Airport,-27.45669937,23.41139984,KMH
Kleinsee Airport,-29.68840027,17.09399986,KLZ
Lanseria International Airport,-25.938499,27.9261,HLA
Lime Acres Finsch Mine Airport,-28.36009979,23.43910027,LMR
Londolozi Airport,-24.7478,31.4743,LDZ
King Shaka International Airport,-29.61444444,31.11972222,DUR
Lusikisiki Airport,-31.36669922,29.58329964,LUJ
Louis Trichardt Airport,-23.06189919,29.86470032,LCD
Langebaanweg Airport,-32.96889877,18.1602993,SDB
Ladysmith Airport,-28.58169937,29.74970055,LAY
Malamala Airport,-24.816866,31.544085,AAM
Margate Airport,-30.85740089,30.34300041,MGH
Musina(Messina) Airport,-22.355672,29.9862,MEZ
Mmabatho International Airport,-25.79840088,25.54800034,MBD
Mossel Bay Airport,-34.158746,22.055676,MZY
Mkuze Airport,-27.62610054,32.04430008,MZQ
Newcastle Airport,-27.77059937,29.9769001,NCS
Ngala Airport,-24.389,31.326,NGL
Nelspruit Airport,-25.5,30.91379929,NLP
Overberg Airport,-34.563474,20.252438,OVG
Oudtshoorn Airport,-33.60699844,22.18899918,OUH
O.R. Tambo International Airport,-26.1392,28.246,JNB
Port Alfred Airport,-33.555057,26.881656,AFD
Chief Dawid Stuurman International Airport,-33.984901,25.6173,PLZ
Plettenberg Bay Airport,-34.08816,23.328723,PBZ
Hendrik Van Eck Airport,-23.93720055,31.15539932,PHW
Port St Johns Airport,-31.60612,29.52175,JOH
Prieska Airport,-29.68359947,22.77059937,PRK
Pietermaritzburg Airport,-29.64900017,30.39870071,PZB
Pilanesberg International Airport,-25.333799,27.173401,NTY
Polokwane International Airport,-23.845269,29.458615,PTG
Potchefstroom Airport,-26.67099953,27.08189964,PCF
Queenstown Airport,-31.92020035,26.88220024,UTW
Richards Bay Airport,-28.74099922,32.09209824,RCB
Reivilo Airport,-27.54719925,24.17250061,RVO
Robertson Airport,-33.812199,19.9028,ROD
Springbok Airport,-29.68930054,17.93959999,SBU
Secunda Airport,-26.52409935,29.17009926,ZEC
Sabi Sabi Airport,-24.94737543,31.44884777,GSS
Sishen Airport,-27.6486,22.9993,SIS
Skukuza Airport,-24.96089935,31.58869934,SZK
Thohoyandou Airport,-23.0769,30.3836,THY
Thaba Nchu Tar Airport,-29.31780052,26.82279968,TCU
Tzaneen Airport,-23.8244,30.3293,LTA
Prince Mangosuthu Buthelezi Airport,-28.32060051,31.41650009,ULD
Pierre Van Ryneveld Airport,-28.39909935,21.2602005,UTN
K. D. Matanzima Airport,-31.54636318,28.6733551,UTT
Vryburg Airport,-26.98240089,24.72879982,VRU
Virginia Airport,-29.770599,31.058399,VIR
Vredendal Airport,-31.64100075,18.5447998,VRE
Vryheid Airport,-27.78689957,30.79640007,VYD
Wonderboom Airport,-25.6539,28.224199,PRY
Waterkloof Air Force Base,-25.82999992,28.22249985,WKF
Welkom Airport,-27.996825,26.663334,WEL
P G Matante Intl,-21.15914,27.468545,FRW
Ghanzi Airport,-21.69249916,21.65810013,GNZ
Jwaneng Airport,-24.602301,24.691,JWA
Kasane Airport,-17.832899,25.162399,BBK
Khwai River Lodge Airport,-19.149477,23.787937,KHW
Lobatse Airport,-25.1981,25.7139,LOQ
Maun Airport,-19.97260094,23.43110085,MUB
Orapa Airport,-21.265901,25.319667,ORP
Palapye Airport,-22.564087,27.136745,QPH
Sir Seretse Khama International Airport,-24.555201,25.9182,GBE
Sua Pan Airport,-20.5534,26.115801,SXN
Selebi Phikwe Airport,-22.0583,27.8288,PKW
Savuti Airport,-18.518475,24.077687,SVT
Shakawe Airport,-18.37389946,21.83259964,SWX
Tuli Lodge Airport,-22.191897,29.131229,TLD
Tshabong Airport,-26.034524,22.401252,TBY
Maya-Maya Airport,-4.251699924,15.25300026,BZV
Djambala Airport,-2.516883,14.754403,DJM
Kindamba Airport,-3.749781,14.490264,KNJ
Lague Airport,-2.45,14.533,LCO
Mouyondzi Airport,-4.014874,13.966112,MUY
Sibiti Airport,-3.683,13.35,SIB
Yokangassi Airport,-4.223077,13.286347,NKY
Zanaga Airport,-2.85,13.817,ANJ
Mossendjo Airport,-2.95,12.7,MSX
Boundji Airport,-1.03104,15.336009,BOE
Oyo Ollombo Airport,-1.226666,15.91,OLL
Ewo Airport,-0.883,14.8,EWO
Gamboma Airport,-1.829403,15.885237,GMM
Impfondo Airport,1.589968,18.046624,ION
Kelle Airport,-0.083,14.533,KEE
Makoua Airport,-0.017,15.583,MKJ
Owando Airport,-0.53135,15.9501,FTX
Souanke Airport,1.998326,14.174217,SOE
Betou Airport,3.057593,18.514433,BTB
Ouesso Airport,1.61599,16.037901,OUE
Makabana Airport,-3.483,12.617,KMK
Ngot Nzoungou Airport,-4.20635,12.6599,DIS
Antonio Agostinho-Neto International Airport,-4.81603,11.8866,PNR
Matsapha Airport,-26.528999,31.307501,MTS
King Mswati III International Airport,-26.358611,31.716944,SHO
Fetlar Airstrip,60.603333,-0.872778,FEA
Carnot Airport,4.936999798,15.89400005,CRF
Bangui M'Poko International Airport,4.398479939,18.51880074,BGF
Bangassou Airport,4.784999847,22.78100014,BGU
Birao Airport,10.23639965,22.71689987,IRO
Bambari Airport,5.847012,20.64992,BBY
N'Délé Airport,8.427206039,20.63515663,NDL
Bouar Airport,5.958000183,15.63700008,BOP
Bria Airport,6.527780056,21.98940086,BIV
Bossangoa Airport,6.492000103,17.42900085,BSN
Berbérati Airport,4.221580029,15.78639984,BBT
Ouadda Airport,8.010560036,22.39859962,ODA
Yalinga Airport,6.519999981,23.26000023,AIG
Zemio Airport,5.002226,25.101857,IMO
M'Boki Airport,5.333010197,25.93190002,MKI
Batangafo Airport,7.314109802,18.30879974,BTG
Gordil Airport,9.581117,21.728172,GDI
Bakouma Airport,5.693999767,22.8010006,BMF
Ouanda Djallé Airport,8.899999619,22.78300095,ODJ
Rafaï Airport,4.988609791,23.92779922,RFA
Bouca Airport,6.517000198,18.2670002,BCF
Bozoum Airport,6.344170094,16.32189941,BOZ
Annobón Airport,-1.408615,5.624163,NBN
Bata Airport,1.90547,9.80568,BSG
President Obiang Nguema International Airport,1.685334,11.024394,GEM
Malabo Airport,3.755270004,8.708720207,SSG
RAF Ascension Island,-7.9696,-14.3937,ASI
Saint Helena Airport,-15.957725,-5.645943,HLE
Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,MRU
Sir Charles Gaetan Duval Airport,-19.7577,63.361,RRG
Finschhafen Airport,-6.621750109,147.85405,FIN
Nanuku Airport,-18.2553,178.0492,PHR
Korolevu Seaplane Base,-18.215569,177.729767,KVU
Diego Garcia Naval Support Facility,-7.31327,72.411102,NKW
Kribi Airport,2.873889923,9.977780342,KBI
Tiko Airport,4.089190006,9.3605299,TKC
Douala International Airport,4.006080151,9.719479561,DLA
Mamfe Airport,5.70417,9.30639,MMF
Bali Airport,5.895277778,10.03388889,BLC
Kaélé Airport,10.0925,14.4456,KLE
Batouri Airport,4.475,14.3625,OUR
Yagoua Airport,10.3561,15.2372,GXX
Salak Airport,10.4513998,14.25739956,MVR
Foumban Nkounja Airport,5.63692,10.7508,FOM
N'Gaoundéré Airport,7.357009888,13.55920029,NGE
Bertoua Airport,4.54861,13.7261,BTA
Garoua International Airport,9.335889816,13.37010002,GOU
Dschang Airport,5.45,10.067,DSC
Bafoussam Airport,5.536920071,10.35459995,BFX
Bamenda Airport,6.03924,10.1226,BPC
Ebolowa Airport,2.875999928,11.18500042,EBW
Yaoundé Airport,3.83604,11.5235,YAO
Yaoundé Nsimalen International Airport,3.722559929,11.5532999,NSI
Mbala Airport,-8.85917,31.336399,MMQ
Chipata Airport,-13.55830002,32.58720016,CIP
Jeki Airport,-15.6334,29.6036,JEK
Kasompe Airport,-12.57279968,27.89389992,CGJ
Kalabo Airport,-14.998818,22.648372,KLB
Kaoma Airport,-14.8,24.783001,KMZ
Kasama Airport,-10.210169,31.123045,KAA
Kasaba Bay Airport,-8.525,30.663,ZKB
Harry Mwanga Nkumbula International Airport,-17.8218,25.822701,LVI
Lukulu Airport,-14.375891,23.248648,LXU
Kenneth Kaunda International Airport,-15.330833,28.452722,LUN
Mansa Airport,-11.137,28.872601,MNS
Mfuwe Airport,-13.25889969,31.93659973,MFU
Mongu Airport,-15.2545,23.1623,MNR
Ngoma Airport,-15.9658,25.9333,ZGM
Royal Zambezi Lodge Airstrip,-15.724789,29.303541,RYL
Simon Mwansa Kapwepwe International Airport,-12.961667,28.516667,NLA
Senanga Airport,-16.113,23.2982,SXG
Southdowns Airport,-12.9005,28.1499,KIW
Sesheke Airport,-17.47632,24.306089,SJQ
Solwesi Airport,-12.17370033,26.36510086,SLI
Flat Airport,62.45259857,-157.9889984,FLT
Zambezi Airport,-13.535996,23.10559,BBZ
Ulithi Airport,10.0198,139.789993,ULI
Prince Said Ibrahim International Airport,-11.5337,43.2719,HAH
Mohéli Bandar Es Eslam Airport,-12.2981,43.766399,NWA
Ouani Airport,-12.131047,44.430044,AJN
Dzaoudzi Pamandzi International Airport,-12.809319,45.281815,DZA
Roland Garros Airport,-20.890087,55.518894,RUN
Pierrefonds Airport,-21.319362,55.422506,ZSE
Malaimbandy Airport,-20.35539029,45.54337263,WML
Antsirabe Airport,-19.839221,47.063713,ATJ
Antsalova Airport,-18.701273,44.614921,WAQ
Mahanoro Airport,-19.83300018,48.79999924,VVB
Ivato Airport,-18.7969,47.478802,TNR
Ankavandra Airport,-18.80501,45.273467,JVA
Belo sur Tsiribihina Airport,-19.68670082,44.54190063,BMD
Miandrivazo Airport,-19.562799,45.450802,ZVA
Maintirano Airport,-18.049999,44.033001,MXT
Atsinanana Airport,-19.58300018,48.8030014,ILK
Morafenobe Airport,-17.850083,44.920467,TVA
Sainte Marie Airport,-17.093901,49.8158,SMS
Toamasina Ambalamanasy Airport,-18.109501,49.392502,TMM
Tambohorano Airport,-17.476101,43.972801,WTA
Morondava Airport,-20.2847,44.3176,MOQ
Tsiroanomandidy Airport,-18.759677,46.054065,WTS
Vatomandry Airport,-19.383333,48.95,VAT
Ambatondrazaka Airport,-17.795378,48.442583,WAM
Arrachart Airport,-12.3494,49.291698,DIE
Ankaizina Airport,-14.544277,48.691413,WBE
Mananara Nord Airport,-16.16390038,49.7737999,WMR
Andapa Airport,-14.65170002,49.62060165,ZWA
Ambilobe Airport,-13.1884,48.987999,AMB
Avaratra Airport,-15.19999981,48.48300171,WBD
Port Bergé Airport,-15.584286,47.623587,WPB
Antsirabe Airport,-14.9994,50.320202,ANM
Analalava Airport,-14.629514,47.763555,HVA
Amborovy Airport,-15.666842,46.351233,MJN
Fascene Airport,-13.3121,48.3148,NOS
Soalala Airport,-16.10169,45.358837,DWB
Mampikony Airport,-16.07226934,47.64416456,WMP
Besalampy Airport,-16.74453,44.482484,BPY
Maroantsetra Airport,-15.437742,49.689081,WMN
Sambava Airport,-14.2786,50.174702,SVB
Tsaratanana Airport,-16.751064,47.619016,TTS
Vohemar Airport,-13.3758,50.0028,VOH
Ambalabe Airport,-14.8987999,47.9939003,WAI
Mandritsara Airport,-15.845992,48.834718,WMA
Ampampamena Airport,-13.484816,48.632702,IVA
Antsoa Airport,-21.60698376,45.13602018,WBO
Mandabe Airport,-21.04630493,44.94041204,WMD
Tôlanaro Airport,-25.038099,46.9561,FTU
Fianarantsoa Airport,-21.441601,47.111698,WFI
Farafangana Airport,-22.8053,47.820599,RVA
Ihosy Airport,-22.4047202,46.16493702,IHO
Manja Airport,-21.426105,44.316509,MJA
Manakara Airport,-22.119699,48.021702,WVK
Bekily Airport,-24.23569475,45.30452728,OVA
Mananjary Airport,-21.201799,48.358299,MNJ
Samangoky Airport,-21.70000076,43.73300171,TDV
Morombe Airport,-21.753837,43.374753,MXM
Toliara Airport,-23.3834,43.7285,TLE
Vangaindrano Airport,-23.35076659,47.58170128,VND
Betioky Airport,-23.7329998,44.38899994,BKU
Ampanihy Airport,-24.699699,44.7342,AMP
Ankazoabo Airport,-22.29644235,44.5315361,WAK
Ambriz Airport,-7.86222,13.1161,AZZ
Mbanza Congo Airport,-6.269899845,14.24699974,SSY
Benguela 17th of September Airport,-12.609,13.4037,BUG
Lumbala Airport,-14.105106,21.45083,GGC
Cabinda Airport,-5.596990108,12.18840027,CAB
Cafunfo Airport,-8.78361,17.9897,CFF
Chitato Airport,-7.35889,20.804701,PGI
Catumbela Airport,-12.4792,13.4869,CBT
Cuito Cuanavale Airport,-15.1603,19.156099,CTI
Camaxilo Airport,-8.37361,18.923599,CXM
Cazombo Airport,-11.8931,22.916239,CAV
Funadhoo Airport,6.162443,73.28752,FND
Dundo Airport,-7.400889874,20.81850052,DUE
Fane Airport,-8.549277778,147.0858333,FNE
Ngjiva Pereira Airport,-17.0435009,15.68379974,VPE
Nova Lisboa Airport,-12.80889988,15.76049995,NOV
Kuito Airport,-12.40460014,16.94739914,SVP
Lobito Airport,-12.3712,13.5366,LLT
Lucapa Airport,-8.445727348,20.73208618,LBZ
Quatro de Fevereiro International Airport,-8.85837,13.2312,LAD
Luzamba Airport,-9.115960121,18.04929924,LZM
Malanje Airport,-9.525090218,16.31240082,MEG
Menongue Airport,-14.6576004,17.71980095,SPP
Welwitschia Mirabilis International Airport,-15.2612,12.1468,MSZ
Negage Airport,-7.754509926,15.2876997,GXG
Porto Amboim Airport,-10.722,13.7655,PBN
Saurimo Airport,-9.68907,20.4319,VHC
Soyo Airport,-6.141089916,12.37180042,SZA
Sumbe Airport,-11.1679,13.8475,NDD
Luau Airport,-10.7158,22.2311,UAL
Lubango Airport,-14.92469978,13.57499981,SDD
Luena Airport,-11.7681,19.897699,LUO
Uige Airport,-7.60307,15.0278,UGO
Waco Kungo Airport,-11.4264,15.1014,CEO
Xangongo Airport,-16.7553997,14.96529961,XGN
N'zeto Airport,-7.25944,12.8631,ARZ
Nzagi Airport,-7.716939926,21.35820007,NZA
Booue Airport,-0.1075,11.9438,BGB
Ndende Airport,-2.4,11.367,KDN
Fougamou Airport,-1.278325,10.612497,FOU
M'Bigou Airport,-1.893056,11.9125,MBC
Moabi Airport,-2.455187,10.9358,MGX
Ville Airport,-0.183,10.75,KDJ
Koulamoutou Mabimbi Airport,-1.184610009,12.44130039,KOU
Mouilla Ville Airport,-1.84513998,11.05669975,MJL
Oyem Airport,1.543110013,11.58139992,OYE
Okondja Airport,-0.665214,13.6731,OKN
Lambarene Airport,-0.704389,10.2457,LBQ
Minvoul Airport,2.152413,12.108044,MVX
Bitam Airport,2.07564,11.4932,BMM
Moanda Airport,-1.526558,13.251332,MFF
Mekambo Airport,0.976706,13.968462,MKB
Port Gentil Airport,-0.711739004,8.754380226,POG
Omboue Hospital Airport,-1.57473,9.26269,OMB
Tchongorove Airport,-1.930801,9.319577,IGE
Makokou Airport,0.579210997,12.89089966,MKU
Libreville Leon M'ba International Airport,0.458600014,9.412280083,LBV
Mitzic Airport,0.783,11.55,MZC
M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.656159997,13.43799973,MVB
